video_id,creator,title,local_video,clip_path,start_seconds,end_seconds,moment_bucket,role_tag,clip_priority,visual_evidence,on_screen_text,spoken_evidence,why_this_moment_matters,mumuki_reuse_note
7459763407668006152,@kevinnkylee,Banana Skin Tightening Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kevinnkylee-7459763407668006152.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kevinnkylee__banana-skin-tightening-hack__7459763407668006152_v3_31flashlite/beat-03.mp4,6.0,11.0,application_moment,visual-demonstration,3,"The creator continues rubbing the banana peel across his nose, chin, and jawline.",Skincare hack to tighten your skin!,,"Shows the versatility of the ingredient across different facial zones, reinforcing the 'tightening' claim.",Demonstrate the ampoule being massaged into the same facial zones to show ease of use.
7459763407668006152,@kevinnkylee,Banana Skin Tightening Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kevinnkylee-7459763407668006152.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kevinnkylee__banana-skin-tightening-hack__7459763407668006152_v3_31flashlite/beat-04.mp4,13.0,16.0,application_moment,visual-demonstration,4,The creator rubs the banana peel along his neck and jawline.,Skincare hack to tighten your skin! leave it for 10-20 mins,,"The neck application is a common pain point for 'tightening' concerns, making it highly relevant for anti-aging products.",Highlight the neck application of the ampoule to suggest a comprehensive tightening routine.
7459763407668006152,@kevinnkylee,Banana Skin Tightening Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kevinnkylee-7459763407668006152.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kevinnkylee__banana-skin-tightening-hack__7459763407668006152_v3_31flashlite/beat-05.mp4,19.0,26.0,payoff_moment,result-showcase,5,"The creator wipes his face with a tissue and then touches his skin, showing a glowing, smooth texture.",Skincare hack to tighten your skin!,,The 'after' shot is essential to prove the efficacy of the ingredient and satisfy the viewer's desire for results.,Show the 'glow' payoff after applying the Honey Banana ampoule to demonstrate the product's immediate effect.
7545915943940050231,@jaimesskin,Manuka Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-jaimesskin-7545915943940050231.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/jaimesskin__manuka-honey-face-mask__7545915943940050231_v3_31flashlite/beat-01.mp4,0.0,3.0,hook_moment,stop-power,1,"Close-up of the creator's face completely covered in a thick, golden, sticky honey mask, holding a wooden spoon with honey.",why/how I use just manuka honey on my skin,"After years of experience with manuka honey for skincare, this is how I give myself like new skin","The immediate visual of a thick, sticky, golden mask on the face is highly arresting and signals a DIY skincare routine.","Use this as a high-impact hook for the MUMUKI ampoule, showing the product texture being applied similarly."
7545915943940050231,@jaimesskin,Manuka Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-jaimesskin-7545915943940050231.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/jaimesskin__manuka-honey-face-mask__7545915943940050231_v3_31flashlite/beat-02.mp4,12.5,15.0,texture_shot,texture-appeal,2,"Close-up of the wooden spoon dripping with thick, viscous manuka honey.",,,"Highlights the premium, sticky, and rich texture of the ingredient, which is essential for selling a honey-based product.",Create a similar macro shot of the MUMUKI ampoule texture to emphasize its richness and quality.
7545915943940050231,@jaimesskin,Manuka Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-jaimesskin-7545915943940050231.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/jaimesskin__manuka-honey-face-mask__7545915943940050231_v3_31flashlite/beat-03.mp4,43.0,45.5,application_shot,product-like application,3,"Creator uses her fingers to spread the thick honey mask across her cheek, showing the sticky, glowing texture.",,,"Demonstrates the tactile experience of applying a sticky, honey-based product, which is very satisfying to watch.",Film a similar application shot of the MUMUKI ampoule to show how it glides and adheres to the skin.
7545915943940050231,@jaimesskin,Manuka Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-jaimesskin-7545915943940050231.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/jaimesskin__manuka-honey-face-mask__7545915943940050231_v3_31flashlite/beat-04.mp4,54.5,57.5,application_shot,skin glow,4,"Creator is massaging the honey into her skin with both hands, showing the high-gloss, reflective finish on her face.",,,The 'glass skin' glow is the ultimate payoff for skincare videos and directly correlates to the desired result of the MUMUKI ampoule.,Use this to showcase the immediate 'glow' effect of the MUMUKI ampoule after application.
7545915943940050231,@jaimesskin,Manuka Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-jaimesskin-7545915943940050231.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/jaimesskin__manuka-honey-face-mask__7545915943940050231_v3_31flashlite/beat-05.mp4,10.0,12.0,application_shot,skin payoff,5,"Creator is rubbing her face with her fingers, showing the thick, sticky texture of the mask on her skin.",,,"Shows the physical interaction with the product, emphasizing the 'peeling' or 'renewing' sensation.",Can be used to demonstrate the massage technique for the MUMUKI ampoule to enhance absorption.
7555933284388146454,@kriziaraso,Honey Facial Glow,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kriziaraso-7555933284388146454.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kriziaraso__honey-facial-glow__7555933284388146454_v3_31flashlite/beat-01.mp4,0.0,2.5,hook_moment,stop-power,1,"The creator shows a split-screen comparison of her skin with acne (before) and her current clear, glowing skin.",My skin before:,,The dramatic before-and-after transformation immediately establishes credibility and high stakes for the viewer.,Use a similar split-screen format to show the immediate soothing effect of the MUMUKI ampoule on irritated skin.
7555933284388146454,@kriziaraso,Honey Facial Glow,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kriziaraso-7555933284388146454.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kriziaraso__honey-facial-glow__7555933284388146454_v3_31flashlite/beat-02.mp4,4.5,7.5,product_application,visual-satisfaction,2,"The creator uses a small spatula to drizzle thick, golden honey directly onto her cheek.",Using honey as a face mask,,"The viscous, golden texture of the honey is visually satisfying and highlights the raw ingredient focus.","Replicate this 'drip' shot with the MUMUKI ampoule to emphasize its rich, concentrated texture."
7555933284388146454,@kriziaraso,Honey Facial Glow,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kriziaraso-7555933284388146454.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kriziaraso__honey-facial-glow__7555933284388146454_v3_31flashlite/beat-03.mp4,7.5,10.0,product_application,visual-satisfaction,3,"The creator spreads the honey across her face with her fingers, creating a glossy, reflective layer.",Antibacterial Calming,,Shows the product coverage and the immediate 'glow' effect on the skin.,"Show the application of the ampoule to demonstrate how it leaves a non-sticky, healthy glow."
7555933284388146454,@kriziaraso,Honey Facial Glow,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kriziaraso-7555933284388146454.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kriziaraso__honey-facial-glow__7555933284388146454_v3_31flashlite/beat-04.mp4,10.0,12.5,product_application,visual-satisfaction,4,Close-up of the creator massaging the honey into her skin with both hands.,Antibacterial Calming Helps the skin heal faster,,"The massage motion implies a self-care ritual, which is highly engaging for skincare audiences.",Use a close-up of the massage technique to highlight the absorption and soothing properties of the ampoule.
7555933284388146454,@kriziaraso,Honey Facial Glow,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-kriziaraso-7555933284388146454.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/kriziaraso__honey-facial-glow__7555933284388146454_v3_31flashlite/beat-05.mp4,12.5,14.6,result_moment,payoff,5,"The creator poses with her face fully coated in honey, looking directly at the camera with a confident expression.",Antibacterial Calming Helps the skin heal faster,,Final shot reinforces the 'DIY skincare' aesthetic and the confidence gained from the routine.,End with a 'glowing skin' reveal after using the MUMUKI ampoule to show the final result.
7561970033195257101,@thejenjones,Banana Peel Natural t0x,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-thejenjones-7561970033195257101.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/thejenjones__banana-peel-natural-t0x__7561970033195257101_v3_31flashlite/beat-01.mp4,0.0,3.5,hook_moment,stop-power,1,"The creator holds a banana peel directly in front of the camera, showing the inside of the peel.",,"Organic banana peel, also known as natural botox.",The immediate visual of a banana peel combined with the bold claim of 'natural botox' creates high curiosity and stop-power.,Can be adapted by showing the MUMUKI Honey Banana BDRN Ampoule bottle next to a fresh banana to establish the ingredient connection immediately.
7561970033195257101,@thejenjones,Banana Peel Natural t0x,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-thejenjones-7561970033195257101.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/thejenjones__banana-peel-natural-t0x__7561970033195257101_v3_31flashlite/beat-02.mp4,12.5,16.0,application_moment,visual-demonstration,2,The creator rubs the inside of the banana peel directly onto her cheek and under-eye area.,,,"Shows the direct application of the ingredient to the skin, which is a highly engaging 'DIY' visual.",Replace the banana peel with the application of the MUMUKI Ampoule to show the product being applied to the same facial zones.
7561970033195257101,@thejenjones,Banana Peel Natural t0x,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-thejenjones-7561970033195257101.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/thejenjones__banana-peel-natural-t0x__7561970033195257101_v3_31flashlite/beat-03.mp4,18.5,21.0,application_moment,visual-demonstration,3,"The creator rubs the banana peel across her forehead, demonstrating a full-face application technique.",,,Demonstrates the ease of use and the 'skincare routine' aspect of the ingredient.,"Use this as a reference for the 'application flow' of the MUMUKI Ampoule, showing a smooth, satisfying application motion."
7561970033195257101,@thejenjones,Banana Peel Natural t0x,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-thejenjones-7561970033195257101.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/thejenjones__banana-peel-natural-t0x__7561970033195257101_v3_31flashlite/beat-04.mp4,45.5,49.0,payoff_moment,skin-glow,4,"The creator applies the product to her face and pats it in, showing her skin looking hydrated and glowing.",,Instant glow.,"Provides the 'payoff' or result of the skincare routine, which is essential for conversion.",Directly mirror this shot with the MUMUKI Ampoule to showcase the 'instant glow' benefit of the product.
7561970033195257101,@thejenjones,Banana Peel Natural t0x,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-thejenjones-7561970033195257101.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/thejenjones__banana-peel-natural-t0x__7561970033195257101_v3_31flashlite/beat-05.mp4,52.0,55.0,payoff_moment,skin-glow,5,"Close-up of the creator's face showing the final, dewy, and hydrated skin texture after the routine.",,"Ooh, we glowing!",The final 'glow' shot is the ultimate proof of efficacy that viewers look for in skincare content.,Use this as the final 'result' shot in the MUMUKI video to emphasize the product's hydrating and brightening effects.
7579824086315011359,@drewcanole,DIY Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-drewcanole-7579824086315011359.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/drewcanole__diy-honey-face-mask__7579824086315011359_v3_31flashlite/beat-01.mp4,0.0,4.0,hook_moment,stop-power,1,"A woman is applying a thick, golden honey mask onto her face using a spoon, with visible acne spots on her skin.",Using Raw Honey on Your Face for 14 Days Can TRANSFORM Your Skin!,Using raw honey face mask with a little bit of baking soda on your face every single night for 14 days.,"The immediate visual of applying a sticky, natural ingredient directly to the face creates high curiosity and 'gross-but-satisfying' appeal.","Use this as a direct hook for the MUMUKI ampoule application, showing the texture being spread on the skin."
7579824086315011359,@drewcanole,DIY Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-drewcanole-7579824086315011359.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/drewcanole__diy-honey-face-mask__7579824086315011359_v3_31flashlite/beat-02.mp4,6.0,9.0,texture_shot,sensory-appeal,2,"Close-up of a honey dipper dripping thick, golden raw honey.",Raw Honey,,High-quality texture shots of natural ingredients are visually satisfying and build trust in the product's purity.,Create a similar high-definition macro shot of the MUMUKI ampoule texture to emphasize its richness.
7579824086315011359,@drewcanole,DIY Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-drewcanole-7579824086315011359.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/drewcanole__diy-honey-face-mask__7579824086315011359_v3_31flashlite/beat-03.mp4,24.0,27.0,application_shot,product-application,3,"A woman gently massaging a white, creamy substance into her skin with her fingertips.","drawing out impurities,",,"Shows the tactile experience of skincare application, which is essential for demonstrating the 'ritual' aspect of using an ampoule.",Replicate this exact massage technique with the MUMUKI ampoule to show how it absorbs into the skin.
7579824086315011359,@drewcanole,DIY Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-drewcanole-7579824086315011359.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/drewcanole__diy-honey-face-mask__7579824086315011359_v3_31flashlite/beat-04.mp4,27.0,30.0,payoff_shot,skin-glow,4,"Close-up of a woman's face showing a dewy, glowing complexion after the skincare routine.",absolutely glorious.,,The 'glow' payoff is the ultimate goal for the viewer and provides the necessary social proof for the skincare routine.,Use this as the 'after' result shot to showcase the immediate radiance provided by the MUMUKI ampoule.
7579824086315011359,@drewcanole,DIY Honey Face Mask,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-drewcanole-7579824086315011359.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/drewcanole__diy-honey-face-mask__7579824086315011359_v3_31flashlite/beat-05.mp4,38.0,44.0,testimonial_shot,social-proof,5,"A woman touching her face and smiling, looking at the camera with clear, healthy-looking skin.",Next morning,"Next morning she was like, Oh my gosh, my skin feels different. I have no more redness.",Real-person testimonials regarding skin texture and redness reduction are highly persuasive for skincare buyers.,Film a similar 'morning after' reaction video using the MUMUKI ampoule to highlight its soothing properties.
7593798567966297355,@shamiebirungi19,Honey Skin Glow Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-shamiebirungi19-7593798567966297355.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/shamiebirungi19__honey-skin-glow-hack__7593798567966297355_v3_31flashlite/beat-01.mp4,0.0,3.5,hook_moment,stop-power,1,Honey is being poured directly from a bottle onto the center of the creator's forehead.,It’s just honey!🍯,,"The immediate, messy, and satisfying visual of pouring honey directly onto the face is a high-retention hook.","Use this as a 'texture hook' to show the richness of the MUMUKI ampoule, replacing honey with the product texture."
7593798567966297355,@shamiebirungi19,Honey Skin Glow Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-shamiebirungi19-7593798567966297355.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/shamiebirungi19__honey-skin-glow-hack__7593798567966297355_v3_31flashlite/beat-02.mp4,3.5,6.0,action_moment,visual-engagement,4,"The honey drips down the creator's nose and she licks it off, showing the raw nature of the ingredient.",It’s just honey!🍯,,The interaction with the ingredient makes the DIY process feel authentic and relatable.,"Not reusable as is, but the 'drip' visual can be adapted to show the ampoule's viscosity."
7593798567966297355,@shamiebirungi19,Honey Skin Glow Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-shamiebirungi19-7593798567966297355.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/shamiebirungi19__honey-skin-glow-hack__7593798567966297355_v3_31flashlite/beat-03.mp4,6.5,10.0,application_moment,product-application,2,"The creator uses her fingers to spread the thick, sticky honey across her entire face.",It’s just honey!🍯,,"Shows the full coverage application process, which is essential for skincare tutorials.",Replicate this application motion with the MUMUKI ampoule to demonstrate ease of spread and coverage.
7593798567966297355,@shamiebirungi19,Honey Skin Glow Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-shamiebirungi19-7593798567966297355.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/shamiebirungi19__honey-skin-glow-hack__7593798567966297355_v3_31flashlite/beat-04.mp4,13.5,17.18,payoff_moment,skin-glow,3,"The creator points to her cheek, highlighting the glossy, hydrated, and glowing finish of her skin.",That glow ✨ though,,This is the 'payoff' that justifies the entire process; it proves the 'glow' result.,Essential for the 'After' shot of the MUMUKI ampoule to show the immediate skin radiance.
7603074530570980638,@bithhnh387,Frozen Banana Skincare,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-bithhnh387-7603074530570980638.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/bithhnh387__frozen-banana-skincare__7603074530570980638_v3_31flashlite/beat-01.mp4,34.0,37.0,application_moment,product-like application,1,"A brush is applying a thick, golden, honey-like mask onto a person's face.",BRUSH,,"Demonstrates the satisfying, luxurious application of a honey-based mask, which is highly relevant to the MUMUKI product texture.",Use this as a direct visual reference for how to showcase the texture and application of the MUMUKI Honey Banana BDRN Ampoule.
7603074530570980638,@bithhnh387,Frozen Banana Skincare,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-bithhnh387-7603074530570980638.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/bithhnh387__frozen-banana-skincare__7603074530570980638_v3_31flashlite/beat-02.mp4,25.0,29.0,texture_moment,honey texture / sticky texture,2,"Honey is being poured from a spoon into a glass container, showing its viscous, golden texture.",COOL,Then mix in a little honey.,"Visualizes the key ingredient (honey) in a way that emphasizes its premium, sticky, and nourishing quality.",Can be used as a B-roll shot to highlight the honey ingredient in the MUMUKI formula.
7603074530570980638,@bithhnh387,Frozen Banana Skincare,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-bithhnh387-7603074530570980638.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/bithhnh387__frozen-banana-skincare__7603074530570980638_v3_31flashlite/beat-03.mp4,43.0,46.0,application_moment,face close-up,3,"Close-up of the mask being smoothed over the skin, showing the texture and coverage.",MINUTES,,"Shows the product sitting on the skin, which helps the viewer visualize the skincare experience.",Good for demonstrating the 'masking' or 'treatment' aspect of the ampoule.
7603074530570980638,@bithhnh387,Frozen Banana Skincare,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-bithhnh387-7603074530570980638.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/bithhnh387__frozen-banana-skincare__7603074530570980638_v3_31flashlite/beat-04.mp4,55.5,58.5,payoff_moment,skin glow / skin payoff,4,"A person with glowing, radiant skin is shown next to the banana character holding a coconut.",WOW,"Wow, look at that glow.","Provides the 'after' result, which is crucial for proving the efficacy of the skincare routine.",Use this as the 'result' shot to show the skin benefits of using the MUMUKI ampoule.
7603074530570980638,@bithhnh387,Frozen Banana Skincare,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-bithhnh387-7603074530570980638.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/bithhnh387__frozen-banana-skincare__7603074530570980638_v3_31flashlite/beat-05.mp4,16.0,19.0,diy_moment,DIY skincare mess,5,Banana peels are being stirred in a pot of boiling water.,FIRST,"First, toss the peel in a little water.","Shows the 'DIY' process, which is a popular content angle that drives curiosity.",Can be used to contrast the 'messy DIY' process with the 'convenience and efficacy' of the ready-to-use MUMUKI ampoule.
7615701080982211853,@tenishaward1,Brighter Clearer Skin,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-tenishaward1-7615701080982211853.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/tenishaward1__brighter-clearer-skin__7615701080982211853_v3_31flashlite/beat-01.mp4,0.0,2.5,hook_moment,stop-power,1,"The creator is applying a thick, bright yellow paste onto her face with a brush, covering her entire face.",POV: You just want bright skin✨,,The high-contrast yellow color and the immediate application create a strong visual hook that stops the scroll.,Use this as a direct visual hook for the MUMUKI ampoule application to show texture and coverage.
7615701080982211853,@tenishaward1,Brighter Clearer Skin,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-tenishaward1-7615701080982211853.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/tenishaward1__brighter-clearer-skin__7615701080982211853_v3_31flashlite/beat-02.mp4,2.5,5.0,product_application,texture-demonstration,2,"Close-up of the brush spreading the smooth, thick yellow paste across the cheek and forehead.",,,"Demonstrates the satisfying, smooth texture of the DIY mask, which is highly relevant to the texture of an ampoule.",Show the MUMUKI ampoule being spread on the skin in a similar close-up to highlight its consistency.
7615701080982211853,@tenishaward1,Brighter Clearer Skin,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-tenishaward1-7615701080982211853.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/tenishaward1__brighter-clearer-skin__7615701080982211853_v3_31flashlite/beat-03.mp4,5.0,7.5,product_application,satisfying-application,3,The creator is carefully applying the mask around the nose and mouth area with a brush.,,,The precision application is visually satisfying and mimics the professional application of skincare products.,Use this to show the precision application of the MUMUKI ampoule around targeted areas.
7615701080982211853,@tenishaward1,Brighter Clearer Skin,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-tenishaward1-7615701080982211853.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/tenishaward1__brighter-clearer-skin__7615701080982211853_v3_31flashlite/beat-04.mp4,7.5,9.9,result_moment,skin-payoff,4,"The creator touches her clean, glowing skin, showing the final result after the mask.",,,Provides the 'payoff' or the desired outcome that viewers are looking for in skincare content.,Show the 'after' glow of the skin after using the MUMUKI ampoule to prove efficacy.
7618385031932808462,@scottyscheller,Honey Health Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-scottyscheller-7618385031932808462.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/scottyscheller__honey-health-hook__7618385031932808462_v3_31flashlite/beat-01.mp4,0.0,2.5,hook_moment,stop-power,1,"Close-up of a spoon lifting a thick, viscous, golden honey from a jar, creating a long, slow drip.",YOUR FAMILY NEEDS THIS,,"The extreme close-up and the satisfying, thick texture of the honey immediately grab attention.",Use a similar close-up shot of the honey-infused ampoule texture to demonstrate its richness and quality.
